'@ @ [1/4] | Clear Quartz Woven Necklace',80000A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$99.99,4,$95.00,,,1,K&K400,K&K160,,,,,,
'[SO][2/12] | Antique Gold and Clear Crystal Vintage Necklace Set',82501A-CL,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'16 1/2"" L + 2 1/2"" Extender-Front Drop 1"" L  (Neck)       1/'",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold and Butter Yellow Crystal Vintage Necklace Set',82503A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16"" L + 2"" Extender- Front Drop 1 3/4"" L (Neck)  1 1/2""L (Ea'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Cream and Clear Crystals Long Pendant Necklace Set',82505A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'36"" L + 2 1/2"" Extender -Front Pendant Drop is 3""L x 1 1/2""'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold and Turquoise Crystal Stone Long Pendant Necklace Set',82506A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'35"" L + 3"" Extender -Front Pendant is 3"" L x 1"" 1/4"" W (Neck'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[3/24] | Silver Cross Pendant Necklace',82509A,JWL030,20171201,Out of stock - order to ship after 12-01-2017,,,,"'16"" L + 2 1/2"" Extender-Pendant is 1 1/2"" L x 3/4"" W'",,3,$3.99,24,$3.80,,,3,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold Turtoise Shell and Clear Crystal Pendant Necklace Set',82511A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'22"" L + 3"" Extender-Pendant Drop is 2"" L x 1"" W (Neck)   2 3'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold with Cream and Clear Crystal Vintage Stretch Bracelet',82516A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'2 1/4"" Diameter x 1"" Wide'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold with Amethyst and Clear Crystal Vintage Stretch Bracel',82517A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'2 1/4"" Diameter x 1"" Wide'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[1/6] | Creamy Natural Shell Multi Chain Necklace Set',82520A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$24.99,,,"'20"" L + 3"" Extender-Front Drop is 3"" L (Neck)  1 1/2"" L (Ear'",,1,$49.99,6,$47.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Anchors Aweigh Necklace Set',82521A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,"'27""L + 3"" Extender-Front Drop is 1 1/2"" L (Neck)   1 1/4"" Lo'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[3/24] | In and Under Silver Shell/Starfish Stud Earrings',82523A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.25,,,"'1"" L'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'[3/24] | In and Under Silver Anchors Aweigh Stud Earrings',82524A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.25,,,"'1"" L'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black/Gold Animal Kingdom Necklace/Bracelet/Earring Set',82527A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L + 3"" Extender-Front Drop is 2""L (Neck)  2""L x 1"" W (Ear'",,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'[3/24] | Multi Color Pop Bangle Bracelet',82531A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.49,,,"'2 1/2"" Diameter x 1"" W'",,3,$4.99,24,$4.75,,,3,K&K400,K&K160,,,,,,
'[3/24] | Assorted Color Bangle Bracelets',82532A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.49,,,"'2 3/4"" Diameter x 1/8"" W'",,3,$2.99,24,$2.85,,,3,K&K400,K&K160,,,,,,
'[3/24] | Assorted Color Bangle Bracelets',82533B,JWL030,20171123,In stock & shipping checked (Nov 22nd),$1.49,,,"'2 3/4"" Diameter x 1/8"" W'",,3,$2.99,24,$2.85,,,3,K&K400,K&K160,,,,,,
'[2/12] | Multi Colored Stone Stretch Bracelet',82535A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,"'2"" Diameter'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold with Soft Turquoise and Clear Crystals Necklace Set',82536A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'18"" L + 2 1/2"" Extender-Front Drop is 3/4"" L (Neck)  2 3/4""'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold with Soft Opal Green Crystals Vintage Peacock Fan Pend',82537A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17 1/2"" L + 3"" Extender-Pendant Drop is 2 1/2"" L x 2 1/4"" W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold and Double Row Crystal Necklace',82538A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$7.49,,,"'19"" L with a Front Drop of 1"" L'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Multi Strand Leather Necklace with Crystal Hear',82546A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 2"" Extender- Front Drop is 1 1/2"" L'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Marcasite Necklace Set',82548A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20"" L + 2 1/2"" Extender-Front Drop is 1"" L  (Neck)   2"" L  ('",,2,$12.99,12,$12.35,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver and Red Stone Necklace Set',82551A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21"" L + 2 1/2"" Extender-Front Drop is 3 1/4"" L  (Neck)   2 1'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Chocolate and Crystal Chain Maille Bib Necklace',82556A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16 1/2"" L + 1 1/2"" Extender-Front Drop is 2 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold and Crystal Teardrop Necklace & Earring Set',82558A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18""L + 2 1/2"" Extender-Front Drop 1/2"" L (Neck)  3"" L (Earri'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[1/6] | Antique Gold and Crystal Accented Long Chain Necklace Set',82562A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'36"" L + 2 1/2"" Extender x 1/4"" W (Necklace)   2 1/2"" L (Earr'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'[1/6] | Antique Silver and Crystal Accented Long Chain Necklace Set',82562A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'36"" L + 2 1/2"" Extender x 1/4"" W (Necklace)   2 1/2"" L (Earr'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'[2/12] | Gold and Gun Metal Silver Multi Chain Necklace Set',82564A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$9.99,,,"'16 1/2"" L + 2 1/2"" Extender (Neck)  3"" L  (Earrings)'",,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Burnished Gold Adjustable Statement Chain Necklace',82565A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 2 1/2"" Extender x 3/8"" W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Burnished Silver Adjustable Statement Chain Necklace',82565A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17""L + 2 1/2"" Extender x 3/8"" W'",,2,$14.99,12,$14.25,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Antique Hammered Silver Knotted Collar Necklace Set',82566A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'17 1/2"" L + 2 1/2"" Extender-Front Drop is 1 1/2"" L (Neck)  2'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[1/6] | Liquid Silver Stainless Steel Toggle Bracelet',82567A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$14.99,,,"'7"" L + 1"" Extender x 3/4"" W'",,1,$29.99,6,$28.50,,,1,K&K400,K&K160,,,,,,
'[2/12] | Liquid Steel Ribbon Stainless Steel Earrings',82568A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,"'3"" L'",,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'[1/6] | Stainless Steel Snake Chain Tri-Tone Beaded Adjustable Bracelet',82571A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$17.49,,,"'6 1/2"" L + 1"" Extender'",,1,$34.99,6,$33.25,,,1,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Mesh Chain Crystal Heart Magnetic Bracelet',82573A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.49,,,"'7 1/2"" L + 1 1/4"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[3/24] | Antique Silver Side Cross Bracelet',82574A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'2 1/2"" Diameter x 1/4"" W'",,3,$3.99,24,$3.80,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Crystal Byzantine Cross Scarf Charm/Pendant',82576A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" L x 2"" W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Turquoise Scarf Charm/Pendant',82577A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" L x 2 3/8"" W'",,2,$6.99,12,$6.65,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Crystal Open Heart Scarf Charm/Pendant',82578A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'3"" L x 2 1/2"" W'",,2,$7.50,12,$7.14,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Mesh Toggle Bracelet with Crystal Drop',82579A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/2"" L x1/2"" W-Front Drop-1 3/8"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[SO][3/24] | Antique Silver Hammered Large Tear Drop Hoop Earrings',82591A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,$2.25,,,"'3"" L x 1 3/8"" W'",,3,$4.50,24,$4.30,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver and Brown Leather withCrystal Accent Stretch Bracele',82596A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter x 1"" Wide'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver and Leather with Crystal Accent Bib Necklace',82597A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'17"" L + 2 1/2"" Extender-Front Drop is 2 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver and Crystal Box Chain Adjustable Bracelet',82599A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L + 1 1/2"" Extender x 5/8"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Open Heart Toggle Chain Bracelet',82600A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/2"" L x 3/8"" W- Heart Drop is 1 1/2"" L x 1 1/2"" W'",,2,$8.99,12,$8.55,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Embellished Chain Toggle Bracelet',82601A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'7 1/2"" L + 1"" Extender x 1/2"" W-Charm Drops are 1"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Double Chain with Crystal Medallion Box Clasp Bracel',82603A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'7 1/4"" L x 1 1/2"" Diameter Medallion'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze and Crystal Triple Chain Toggle Bracelet',82606A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'7 1/4"" L + 1"" Extender x 1"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver and Turquoise Necklace Set',82614A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,"'16"" L + 2 1/2 "" Extender-Front Drop 1 1/4"" (Neck)  1 3/4"" L'",,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver and Turquoise Toggle Bracelet',82614B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L + 1"" Extender x 1 1/4"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver and Turqouise Stretch Ring',82614C,JWL030,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,"'1 1/4"" Diameter'",,2,$5.99,12,$5.70,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze Clear and Topaz Crystal Tassel Pendant Necklace',82617A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'22 1/2"" L + 2 1/2"" Extender-Front Drop is 5"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Ball Chain with Hammered Puff Heart Necklace',82619A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'26"" L + 2 1/2"" Extender-Front Drop 2 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze Ball Chain with Hammered Puff Heart Necklace',82620A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'26"" L + 2 1/2"" Extender-Front Drop 2 1/2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Bronze with Clear and Gold Crystal Accent Bracelet',82625A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'7"" L x 1"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver with Turquoise and Crystal Accent Necklace Set',82627A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$8.75,,,"'18"" L + 2 1/2"" Extender-Front Drop is 2"" L (Neck)   1 1/2"" L'",,2,$17.50,12,$16.65,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Long Ball Chain with Hammered Heart and Crystal  Charms',82630A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'36"" L + 4"" Drop'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Long Ball Chain with Crystal Cross Pendant Necklace',82632A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L + 3 3/4"" Drop x 2"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Stainless Steel Buckle Bracelet',82633A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'6"" L + 1"" Extender x 3/4"" W'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'@ @ [1/6] | Stainless Steel Embelished Heavy Chain Unisex Bracelet',82634A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'8 1/4"" L x 5/8"" W'",,1,$19.99,6,$19.00,,,1,K&K400,K&K160,,,,,,
'@ @ [2/12] | Stainless Steel Gold and Silver Ball Drop Earrings',82636A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" L'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Rose Gold Buckle Hinged Bracelet',82637A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4""  x 2"" Diameter x 3/8"" W'",,2,$19.99,12,$19.00,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Lattice Silver and Crystal Heart Pendant Necklace',82649A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'28""L + 2 1/2"" Extender-Front Drop 1 1/2"" L x 1 1/2"" W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Pale Blue Faceted Crystal Stretch Bracelet with Natural Stone Antiq',82650A,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'2"" Diameter'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | Green Petals on Multi Gold Chain Necklace Set',82652A-GR,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'18""L + 3"" Extender-Front Drop is 2 1/2"" L (Neck)   2 1/4"" L'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[2/12] | White Petals on Multi Gold Chain Necklace Set',82652A-WH,JWL030,20171123,In stock & shipping checked (Nov 22nd),$5.49,,,"'18""L + 3"" Extender-Front Drop is 2 1/2"" L (Neck)   2 1/4"" L'",,2,$10.99,12,$10.45,,,2,K&K400,K&K160,,,,,,
'[3/12] | Assorted Tie Dyed Fringed Scarves (Aqua/Pink/Brown)',82654B-ASST3,JWL010,20171123,In stock & shipping checked (Nov 22nd),$2.99,,,'',,3,$5.99,12,$5.70,,,3,K&K400,K&K160,,,,,,
'[2/12] | Window Pane Pattern Blue & White Scarf',82662A-BL,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68"" L x 28"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Window Pane Pattern Camel & Cream Scarf',82662A-CA,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68"" L x 28"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Window Pane Pattern Pink & Black Scarf',82662A-PK,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'68"" L x 28"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Window Pane Pattern Turquoise & Black Scarf',82662A-TQ,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'68"" L x 28"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Cream with Aqua and Pink Animal Print Scarf',82663A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'66"" L x 34"" L'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Cream & Taupe Multi Layer Silk Scarf',82664A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'86"" L x 20""W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Petite Accordian Pleat Sea Foam Green with Grey Edging Scarf',82665A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68"" L x 21"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Pink/Orange/Green Multi Scarf',82667A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'74"" L x 36""W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Pink & White Chevron Scarf',82668A-PKWH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'70"" L x 35"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Red & White Chevron Scarf',82668A-RDWH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'70""L x 35"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Green/Aqua Multi Chevron Scarf',82669A-GRAQ,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'72"" L x 32"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Orange/Aqua Multi Chevron Scarf',82669A-ORAQ,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'72"" L x 32"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[3/12] | Assorted Multi Layer Silk Scarves (White/Pink/Blue)',82670A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'72"" L x 13"" W'",,3,$12.50,12,$11.90,,,3,K&K400,K&K160,,,,,,
'[2/12] | Fuchsia Silk Multi Layer Fringe Scarf',82671A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'72"" L x 13"" W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Red Silk Multi Layer Fringe Scarf',82672A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'72"" L x 13"" W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black with White Heart Scarf',82674A,JWL010,20171201,Out of stock - order to ship after 12-01-2017,$3.75,,,"'68"" L x 28"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[3/12] | Assorted Two Tone Dotted Scarves (Aqua/Blue/Olive)',82675A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'72"" L x 40"" W'",,3,$7.50,12,$7.15,,,3,K&K400,K&K160,,,,,,
'[3/12] | Assorted Multi Tone Silk Scarves (Purple/Red/Orange)',82676A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'68"" L x 24"" W'",,3,$12.50,12,$11.90,,,3,K&K400,K&K160,,,,,,
'[2/12] | Soft Pink & Taupe Pattern Scarf',82679A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68"" L X27"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black/White Window Pane with Orange Accent Scarf',82681A-BKWH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,'',,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue/White Window Pane with Green Accent Scarf',82681A-BLWH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68""L x 27"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black/White Window Pane Check Scarf',82682A-BKWH,JWL010,20171123,In stock & shipping checked (Nov 22nd),$3.75,,,"'68"" L x 27"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Red/Grey Window Pane Check Scarf',82682A-RDGY,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'68"" L x 27"" W'",,2,$7.50,12,$7.15,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Multi Feather Pattern Scarf',82683A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'68"" L x 27"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Red/Black Pattern Diamond Scarf',82685A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$4.99,,,"'68"" L x 27"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Brown/Cream Multi Dot Scarf',82686A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$6.25,,,"'68"" L x 27"" W'",,2,$12.50,12,$11.90,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Taupe Urban Plaid Scarf',82689A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'82"" L x 28"" W'",,2,$9.99,12,$9.50,,,2,K&K400,K&K160,,,,,,
'[2/12] | Brown/Black/White Fringed Scarf',82691A-BRBK,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'72"" L x 20"" W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[2/12] | Fuchsia/Green Multi Fringed Scarf',82691A-FUGR,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'72"" L X 20"" W'",,2,$7.99,12,$7.60,,,2,K&K400,K&K160,,,,,,
'[1/6] | Green Multi Animal Floral Print Scarf',82693A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'32""L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'[1/6] | Black Multi Feather Print Cape',82694A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'32""L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'[1/6] | Red/Black Diamond Pattern Cape',82695A,JWL010,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'32""L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'[1/6] | Black/White Crossbody Bag',82696A,JWL020,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'6 1/2"" H x 11 1/2"" W x 2"" D-Strap Drop is 18 1/2"" L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Animal Print Leather Crossbody Bag',82697A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" H x 10"" W x 1"" D-Strap Drop is 22"" L'",,1,$39.99,6,$38.00,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Black Reptile Print Crossbody Bag with Detachable Chain',82699A-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'6 1/2"" H x 11""D x 1/2"" D-Strap Drop is 22"" L'",,1,$19.99,6,$19.00,,,1,K&K400,K&K160,,,,,,
'[1/6] | Blue Reptile Print Crossbody Bag with Detachable Chain',82699A-BL,JWL020,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'6 1/2"" H x 11""D x 1/2"" D-Strap Drop is 22"" L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Brown Reptile Print Crossbody Bag with Detachable Chain',82699A-BR,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'6 1/2"" H x 11""D x 1/2"" D-Strap Drop is 22"" L'",,1,$19.99,6,$19.00,,,1,K&K400,K&K160,,,,,,
'[1/6] | Black/Tan Herringbone Foldover Clutch/Crossbody Bag with Detachable',82700A,JWL020,20171123,In stock & shipping checked (Nov 22nd),$12.49,,,"'7 1/2"" H x 11 3/4"" W x 1/2""D-Strap Drop is 23"" L'",,1,$24.99,6,$23.75,,,1,K&K400,K&K160,,,,,,
'@ @ [1/6] | Gold Faux Leather Handbag with Detachable Shoulder Strap',82703A-GD,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'5 1/2"" H x 6 1/2"" W x 2 1/2"" D-Chain Drop-22"" (Adjustable)'",,1,$19.99,6,$19.00,,,1,K&K400,K&K160,,,,,,
